Area,Year,Population,Data quality rating,Data quality,Type of primary data,Data footnote,Modifications,Modification footnote,Source of gapminder
Angola,1978,"6,285,716",,NA,NA,,NA,,Maddison on-line
Angola,1979,"6,451,227",,NA,NA,,NA,,Maddison on-line
Angola,1980,"6,741,465",,NA,NA,,NA,,Maddison on-line
Angola,1981,"6,877,697",,NA,NA,,NA,,Maddison on-line
Angola,1982,"7,016,384",,NA,NA,,NA,,Maddison on-line
Angola,1983,"7,238,214",,NA,NA,,NA,,Maddison on-line
Angola,1984,"7,439,658",,NA,NA,,NA,,Maddison on-line
Angola,1985,"7,581,504",,NA,NA,,NA,,Maddison on-line
Angola,1986,"7,744,932",,NA,NA,,NA,,Maddison on-line
Angola,1987,"7,874,230",,NA,NA,,NA,,Maddison on-line
Angola,1988,"8,018,724",,NA,NA,,NA,,Maddison on-line
Angola,1989,"8,148,595",,NA,NA,,NA,,Maddison on-line
Angola,1990,"8,290,856",,NA,NA,,NA,,Maddison on-line
Angola,1991,"8,490,763",,NA,NA,,NA,,Maddison on-line
Angola,1992,"8,735,988",,NA,NA,,NA,,Maddison on-line
Angola,1993,"8,961,438",,NA,NA,,NA,,Maddison on-line
Angola,1994,"9,170,032",,NA,NA,,NA,,Maddison on-line
Angola,1995,"9,421,477",,NA,NA,,NA,,Maddison on-line
Angola,1996,"9,660,081",,NA,NA,,NA,,Maddison on-line
Angola,1997,"9,875,024",,NA,NA,,NA,,Maddison on-line
Angola,1998,"10,071,442",,NA,NA,,NA,,Maddison on-line
Angola,1999,"10,263,229",,NA,NA,,NA,,Maddison on-line
Angola,2000,"10,442,812",,NA,NA,,NA,,Maddison on-line
Angola,2001,"10,623,424",,NA,NA,,NA,,Maddison on-line
Angola,2002,"10,866,106",,NA,NA,,NA,,Maddison on-line
Angola,2003,"11,186,202",,NA,NA,,NA,,Maddison on-line
Angola,2004,"11,521,432",,NA,NA,,NA,,Maddison on-line
Angola,2005,"11,827,315",,NA,NA,,NA,,Maddison on-line
Angola,2006,"12,127,071",,NA,NA,,NA,,Maddison on-line
Angola,2007,"12,420,476",,NA,NA,,NA,,Maddison on-line
Angola,2008,"12,707,546",,NA,NA,,Temporal extrapolation,,Maddison on-line
Angola,2030,"19,375,631",,NA,NA,,Temporal extrapolation,,Maddison on-line
Anguilla,1800,"2,025",5,Very poor,Arbitrary guess,,,,No data
Anguilla,1820,"2,025",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
Anguilla,1950,"5,219",,NA,NA,,NA,,Maddison on-line
Anguilla,1951,"5,261",,NA,NA,,NA,,Maddison on-line
Anguilla,1952,"5,303",,NA,NA,,NA,,Maddison on-line
Anguilla,1953,"5,345",,NA,NA,,NA,,Maddison on-line
Anguilla,1954,"5,387",,NA,NA,,NA,,Maddison on-line
Anguilla,1955,"5,430",,NA,NA,,NA,,Maddison on-line
Anguilla,1956,"5,473",,NA,NA,,NA,,Maddison on-line
Anguilla,1957,"5,516",,NA,NA,,NA,,Maddison on-line
Anguilla,1958,"5,560",,NA,NA,,NA,,Maddison on-line
Anguilla,1959,"5,604",,NA,NA,,NA,,Maddison on-line
Anguilla,1960,"5,648",,NA,NA,,NA,,Maddison on-line
Anguilla,1961,"5,690",,NA,NA,,NA,,Maddison on-line
Anguilla,1962,"5,733",,NA,NA,,NA,,Maddison on-line
Anguilla,1963,"5,776",,NA,NA,,NA,,Maddison on-line
Anguilla,1964,"5,819",,NA,NA,,NA,,Maddison on-line
Anguilla,1965,"5,863",,NA,NA,,NA,,Maddison on-line
Anguilla,1966,"5,907",,NA,NA,,NA,,Maddison on-line
Anguilla,1967,"5,951",,NA,NA,,NA,,Maddison on-line
Anguilla,1968,"5,996",,NA,NA,,NA,,Maddison on-line
Anguilla,1969,"6,041",,NA,NA,,NA,,Maddison on-line
Anguilla,1970,"6,100",,NA,NA,,NA,,Maddison on-line
Anguilla,1971,"6,208",,NA,NA,,NA,,Maddison on-line
Anguilla,1972,"6,318",,NA,NA,,NA,,Maddison on-line
Anguilla,1973,"6,430",,NA,NA,,NA,,Maddison on-line
Anguilla,1974,"6,269",,NA,NA,,NA,,Maddison on-line
Anguilla,1975,"6,309",,NA,NA,,NA,,Maddison on-line
Anguilla,1976,"6,350",,NA,NA,,NA,,Maddison on-line
Anguilla,1977,"6,390",,NA,NA,,NA,,Maddison on-line
Anguilla,1978,"6,431",,NA,NA,,NA,,Maddison on-line
Anguilla,1979,"6,473",,NA,NA,,NA,,Maddison on-line
Anguilla,1980,"6,515",,NA,NA,,NA,,Maddison on-line
Anguilla,1981,"6,557",,NA,NA,,NA,,Maddison on-line
Anguilla,1982,"6,599",,NA,NA,,NA,,Maddison on-line
Anguilla,1983,"6,642",,NA,NA,,NA,,Maddison on-line
Anguilla,1984,"6,688",,NA,NA,,NA,,Maddison on-line
Anguilla,1985,"6,912",,NA,NA,,NA,,Maddison on-line
Anguilla,1986,"7,138",,NA,NA,,NA,,Maddison on-line
Anguilla,1987,"7,367",,NA,NA,,NA,,Maddison on-line
Anguilla,1988,"7,654",,NA,NA,,NA,,Maddison on-line
Anguilla,1989,"7,998",,NA,NA,,NA,,Maddison on-line
Anguilla,1990,"8,343",,NA,NA,,NA,,Maddison on-line
Anguilla,1991,"8,691",,NA,NA,,NA,,Maddison on-line
Anguilla,1992,"9,038",,NA,NA,,NA,,Maddison on-line
Anguilla,1993,"9,382",,NA,NA,,NA,,Maddison on-line
Anguilla,1994,"9,726",,NA,NA,,NA,,Maddison on-line
Anguilla,1995,"10,070",,NA,NA,,NA,,Maddison on-line
Anguilla,1996,"10,414",,NA,NA,,NA,,Maddison on-line
Anguilla,1997,"10,760",,NA,NA,,NA,,Maddison on-line
Anguilla,1998,"11,105",,NA,NA,,NA,,Maddison on-line
Anguilla,1999,"11,451",,NA,NA,,NA,,Maddison on-line
Anguilla,2000,"11,797",,NA,NA,,NA,,Maddison on-line
Anguilla,2001,"12,132",,NA,NA,,NA,,Maddison on-line
Anguilla,2002,"12,446",,NA,NA,,NA,,Maddison on-line
Anguilla,2003,"12,738",,NA,NA,,NA,,Maddison on-line
Anguilla,2004,"13,008",,NA,NA,,NA,,Maddison on-line
Anguilla,2005,"13,254",,NA,NA,,NA,,Maddison on-line
Anguilla,2006,"13,477",,NA,NA,,NA,,Maddison on-line
Anguilla,2007,"13,677",,NA,NA,,NA,,Maddison on-line
Anguilla,2008,"13,854",,NA,NA,,Temporal extrapolation,,Maddison on-line
Anguilla,2030,"15,979",,NA,NA,,Temporal extrapolation,,Maddison on-line
Antigua and Barbuda,1800,"37,000",5,Very poor,Arbitrary guess,,None,,Arbitrary guess by gapminder.
Antigua and Barbuda,1851,"37,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Antigua and Barbuda,1861,"37,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Antigua and Barbuda,1871,"35,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Antigua and Barbuda,1881,"35,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Antigua and Barbuda,1891,"37,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Antigua and Barbuda,1901,"35,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Antigua and Barbuda,1911,"32,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Antigua and Barbuda,1921,"30,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Antigua and Barbuda,1946,"42,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Antigua and Barbuda,1950,"45,816",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1951,"46,901",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1952,"47,961",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1953,"48,976",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1954,"49,967",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1955,"51,046",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1956,"52,191",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1957,"53,138",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1958,"53,788",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1959,"54,149",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1960,"54,500",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1961,"55,650",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1962,"56,825",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1963,"58,025",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1964,"58,650",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1965,"59,290",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1966,"60,545",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1967,"61,825",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1968,"63,135",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1969,"64,475",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1970,"65,624",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1971,"66,354",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1972,"67,016",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1973,"67,532",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1974,"67,836",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1975,"68,041",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1976,"68,361",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1977,"68,637",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1978,"68,608",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1979,"68,519",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1980,"68,546",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1981,"68,264",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1982,"68,008",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1983,"65,434",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1984,"64,105",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1985,"63,852",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1986,"63,675",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1987,"63,510",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1988,"63,339",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1989,"63,118",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1990,"62,721",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1991,"62,410",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1992,"62,453",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1993,"62,724",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1994,"63,126",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1995,"63,630",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1996,"64,181",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1997,"64,774",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1998,"65,366",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,1999,"65,929",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,2000,"66,464",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,2001,"66,970",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,2002,"67,448",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,2003,"67,897",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,2004,"68,320",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,2005,"68,722",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,2006,"69,108",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,2007,"69,481",,NA,NA,,NA,,Maddison on-line
Antigua and Barbuda,2008,"69,842",,NA,NA,,Temporal extrapolation,,Maddison on-line
Antigua and Barbuda,2030,"75,656",,NA,NA,,Temporal extrapolation,,Maddison on-line
Argentina,1800,"534,000",5,Very poor,Arbitrary guess,,,,No data
Argentina,1820,"534,000",,NA,NA,,NA,,Maddison on-line
Argentina,1850,"1,100,000",,NA,NA,,NA,,Maddison on-line
Argentina,1870,"1,796,000",,NA,NA,,NA,,Maddison on-line
Argentina,1890,"3,376,000",,NA,NA,,NA,,Maddison on-line
Argentina,1900,"4,693,000",,NA,NA,,NA,,Maddison on-line
Argentina,1901,"4,873,000",,NA,NA,,NA,,Maddison on-line
Argentina,1902,"5,060,000",,NA,NA,,NA,,Maddison on-line
Argentina,1903,"5,254,000",,NA,NA,,NA,,Maddison on-line
Argentina,1904,"5,455,000",,NA,NA,,NA,,Maddison on-line
Argentina,1905,"5,664,000",,NA,NA,,NA,,Maddison on-line
Argentina,1906,"5,881,000",,NA,NA,,NA,,Maddison on-line
Argentina,1907,"6,107,000",,NA,NA,,NA,,Maddison on-line
Argentina,1908,"6,341,000",,NA,NA,,NA,,Maddison on-line
Argentina,1909,"6,584,000",,NA,NA,,NA,,Maddison on-line
Argentina,1910,"6,836,000",,NA,NA,,NA,,Maddison on-line
Argentina,1911,"7,098,000",,NA,NA,,NA,,Maddison on-line
Argentina,1912,"7,370,000",,NA,NA,,NA,,Maddison on-line
Argentina,1913,"7,653,000",,NA,NA,,NA,,Maddison on-line
Argentina,1914,"7,885,000",,NA,NA,,NA,,Maddison on-line
Argentina,1915,"8,072,000",,NA,NA,,NA,,Maddison on-line
Argentina,1916,"8,226,000",,NA,NA,,NA,,Maddison on-line
Argentina,1917,"8,374,000",,NA,NA,,NA,,Maddison on-line
Argentina,1918,"8,518,000",,NA,NA,,NA,,Maddison on-line
Argentina,1919,"8,672,000",,NA,NA,,NA,,Maddison on-line
Argentina,1920,"8,861,000",,NA,NA,,NA,,Maddison on-line
Argentina,1921,"9,092,000",,NA,NA,,NA,,Maddison on-line
Argentina,1922,"9,368,000",,NA,NA,,NA,,Maddison on-line
Argentina,1923,"9,707,000",,NA,NA,,NA,,Maddison on-line
Argentina,1924,"10,054,000",,NA,NA,,NA,,Maddison on-line
Argentina,1925,"10,358,000",,NA,NA,,NA,,Maddison on-line
Argentina,1926,"10,652,000",,NA,NA,,NA,,Maddison on-line
Argentina,1927,"10,965,000",,NA,NA,,NA,,Maddison on-line
Argentina,1928,"11,282,000",,NA,NA,,NA,,Maddison on-line
Argentina,1929,"11,592,000",,NA,NA,,NA,,Maddison on-line
Argentina,1930,"11,896,000",,NA,NA,,NA,,Maddison on-line
Argentina,1931,"12,167,000",,NA,NA,,NA,,Maddison on-line
Argentina,1932,"12,402,000",,NA,NA,,NA,,Maddison on-line
Argentina,1933,"12,623,000",,NA,NA,,NA,,Maddison on-line
Argentina,1934,"12,834,000",,NA,NA,,NA,,Maddison on-line
Argentina,1935,"13,044,000",,NA,NA,,NA,,Maddison on-line
Argentina,1936,"13,260,000",,NA,NA,,NA,,Maddison on-line
Argentina,1937,"13,490,000",,NA,NA,,NA,,Maddison on-line
Argentina,1938,"13,724,000",,NA,NA,,NA,,Maddison on-line
Argentina,1939,"13,984,000",,NA,NA,,NA,,Maddison on-line
Argentina,1940,"14,169,000",,NA,NA,,NA,,Maddison on-line
Argentina,1941,"14,402,000",,NA,NA,,NA,,Maddison on-line
Argentina,1942,"14,638,000",,NA,NA,,NA,,Maddison on-line
Argentina,1943,"14,877,000",,NA,NA,,NA,,Maddison on-line
Argentina,1944,"15,130,000",,NA,NA,,NA,,Maddison on-line
Argentina,1945,"15,390,000",,NA,NA,,NA,,Maddison on-line
Argentina,1946,"15,654,000",,NA,NA,,NA,,Maddison on-line
Argentina,1947,"15,942,000",,NA,NA,,NA,,Maddison on-line
Argentina,1948,"16,307,000",,NA,NA,,NA,,Maddison on-line
Argentina,1949,"16,737,000",,NA,NA,,NA,,Maddison on-line
Argentina,1950,"17,150,336",,NA,NA,,NA,,Maddison on-line
Argentina,1951,"17,517,342",,NA,NA,,NA,,Maddison on-line
Argentina,1952,"17,876,956",,NA,NA,,NA,,Maddison on-line
Argentina,1953,"18,230,816",,NA,NA,,NA,,Maddison on-line
Argentina,1954,"18,580,559",,NA,NA,,NA,,Maddison on-line
Argentina,1955,"18,927,821",,NA,NA,,NA,,Maddison on-line
Argentina,1956,"19,271,511",,NA,NA,,NA,,Maddison on-line
Argentina,1957,"19,610,538",,NA,NA,,NA,,Maddison on-line
Argentina,1958,"19,946,539",,NA,NA,,NA,,Maddison on-line
Argentina,1959,"20,281,150",,NA,NA,,NA,,Maddison on-line
Argentina,1960,"20,616,009",,NA,NA,,NA,,Maddison on-line
Argentina,1961,"20,950,583",,NA,NA,,NA,,Maddison on-line
Argentina,1962,"21,283,783",,NA,NA,,NA,,Maddison on-line
Argentina,1963,"21,616,403",,NA,NA,,NA,,Maddison on-line
Argentina,1964,"21,949,244",,NA,NA,,NA,,Maddison on-line
Argentina,1965,"22,283,100",,NA,NA,,NA,,Maddison on-line
Argentina,1966,"22,611,604",,NA,NA,,NA,,Maddison on-line
Argentina,1967,"22,934,225",,NA,NA,,NA,,Maddison on-line
Argentina,1968,"23,260,514",,NA,NA,,NA,,Maddison on-line
Argentina,1969,"23,600,026",,NA,NA,,NA,,Maddison on-line
Argentina,1970,"23,962,313",,NA,NA,,NA,,Maddison on-line
Argentina,1971,"24,363,816",,NA,NA,,NA,,Maddison on-line
Argentina,1972,"24,779,799",,NA,NA,,NA,,Maddison on-line
Argentina,1973,"25,209,829",,NA,NA,,NA,,Maddison on-line
Argentina,1974,"25,646,371",,NA,NA,,NA,,Maddison on-line
Argentina,1975,"26,081,880",,NA,NA,,NA,,Maddison on-line
Argentina,1976,"26,531,280",,NA,NA,,NA,,Maddison on-line
Argentina,1977,"26,983,828",,NA,NA,,NA,,Maddison on-line
Argentina,1978,"27,440,272",,NA,NA,,NA,,Maddison on-line
Argentina,1979,"27,901,971",,NA,NA,,NA,,Maddison on-line
Argentina,1980,"28,369,799",,NA,NA,,NA,,Maddison on-line
Argentina,1981,"28,862,831",,NA,NA,,NA,,Maddison on-line
Argentina,1982,"29,341,374",,NA,NA,,NA,,Maddison on-line
Argentina,1983,"29,801,763",,NA,NA,,NA,,Maddison on-line
Argentina,1984,"30,235,573",,NA,NA,,NA,,Maddison on-line
Argentina,1985,"30,675,059",,NA,NA,,NA,,Maddison on-line
Argentina,1986,"31,145,966",,NA,NA,,NA,,Maddison on-line
Argentina,1987,"31,620,918",,NA,NA,,NA,,Maddison on-line
Argentina,1988,"32,090,943",,NA,NA,,NA,,Maddison on-line
Argentina,1989,"32,558,573",,NA,NA,,NA,,Maddison on-line
Argentina,1990,"33,022,202",,NA,NA,,NA,,Maddison on-line
Argentina,1991,"33,491,595",,NA,NA,,NA,,Maddison on-line
Argentina,1992,"33,958,947",,NA,NA,,NA,,Maddison on-line
Argentina,1993,"34,411,978",,NA,NA,,NA,,Maddison on-line
Argentina,1994,"34,864,440",,NA,NA,,NA,,Maddison on-line
Argentina,1995,"35,311,049",,NA,NA,,NA,,Maddison on-line
Argentina,1996,"35,753,590",,NA,NA,,NA,,Maddison on-line
Argentina,1997,"36,203,463",,NA,NA,,NA,,Maddison on-line
Argentina,1998,"36,643,768",,NA,NA,,NA,,Maddison on-line
Argentina,1999,"37,073,828",,NA,NA,,NA,,Maddison on-line
Argentina,2000,"37,497,728",,NA,NA,,NA,,Maddison on-line
Argentina,2001,"37,916,560",,NA,NA,,NA,,Maddison on-line
Argentina,2002,"38,331,121",,NA,NA,,NA,,Maddison on-line
Argentina,2003,"38,740,807",,NA,NA,,NA,,Maddison on-line
Argentina,2004,"39,144,753",,NA,NA,,NA,,Maddison on-line
Argentina,2005,"39,537,943",,NA,NA,,NA,,Maddison on-line
Argentina,2006,"39,921,833",,NA,NA,,NA,,Maddison on-line
Argentina,2007,"40,301,927",,NA,NA,,NA,,Maddison on-line
Argentina,2008,"40,677,348",,NA,NA,,Temporal extrapolation,,Maddison on-line
Argentina,2030,"46,786,640",,NA,NA,,Temporal extrapolation,,Maddison on-line
Armenia,1800,"413,326",5,Very poor,Arbitrary guess,,,,No data
Armenia,1820,"413,326",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
Armenia,1950,"1,355,269",,NA,NA,,NA,,Maddison on-line
Armenia,1951,"1,379,204",,NA,NA,,NA,,Maddison on-line
Armenia,1952,"1,416,722",,NA,NA,,NA,,Maddison on-line
Armenia,1953,"1,455,777",,NA,NA,,NA,,Maddison on-line
Armenia,1954,"1,505,668",,NA,NA,,NA,,Maddison on-line
Armenia,1955,"1,565,329",,NA,NA,,NA,,Maddison on-line
Armenia,1956,"1,617,460",,NA,NA,,NA,,Maddison on-line
Armenia,1957,"1,672,403",,NA,NA,,NA,,Maddison on-line
Armenia,1958,"1,733,125",,NA,NA,,NA,,Maddison on-line
Armenia,1959,"1,796,363",,NA,NA,,NA,,Maddison on-line
Armenia,1960,"1,868,852",,NA,NA,,NA,,Maddison on-line
Armenia,1961,"1,943,799",,NA,NA,,NA,,Maddison on-line
Armenia,1962,"2,006,853",,NA,NA,,NA,,Maddison on-line
Armenia,1963,"2,065,618",,NA,NA,,NA,,Maddison on-line
Armenia,1964,"2,134,940",,NA,NA,,NA,,Maddison on-line
Armenia,1965,"2,205,833",,NA,NA,,NA,,Maddison on-line
Armenia,1966,"2,273,695",,NA,NA,,NA,,Maddison on-line
Armenia,1967,"2,338,063",,NA,NA,,NA,,Maddison on-line
Armenia,1968,"2,402,358",,NA,NA,,NA,,Maddison on-line
Armenia,1969,"2,463,153",,NA,NA,,NA,,Maddison on-line
Armenia,1970,"2,519,745",,NA,NA,,NA,,Maddison on-line
Armenia,1971,"2,581,671",,NA,NA,,NA,,Maddison on-line
Armenia,1972,"2,647,035",,NA,NA,,NA,,Maddison on-line
Armenia,1973,"2,712,997",,NA,NA,,NA,,Maddison on-line
Armenia,1974,"2,776,539",,NA,NA,,NA,,Maddison on-line
Armenia,1975,"2,834,136",,NA,NA,,NA,,Maddison on-line
Armenia,1976,"2,892,704",,NA,NA,,NA,,Maddison on-line
Armenia,1977,"2,954,907",,NA,NA,,NA,,Maddison on-line
Armenia,1978,"3,014,042",,NA,NA,,NA,,Maddison on-line
Armenia,1979,"3,066,726",,NA,NA,,NA,,Maddison on-line
Armenia,1980,"3,115,289",,NA,NA,,NA,,Maddison on-line
Armenia,1981,"3,166,098",,NA,NA,,NA,,Maddison on-line
Armenia,1982,"3,218,691",,NA,NA,,NA,,Maddison on-line
Armenia,1983,"3,270,153",,NA,NA,,NA,,Maddison on-line
Armenia,1984,"3,322,394",,NA,NA,,NA,,Maddison on-line
Armenia,1985,"3,373,532",,NA,NA,,NA,,Maddison on-line
Armenia,1986,"3,421,978",,NA,NA,,NA,,Maddison on-line
Armenia,1987,"3,468,857",,NA,NA,,NA,,Maddison on-line
Armenia,1988,"3,515,614",,NA,NA,,NA,,Maddison on-line
Armenia,1989,"3,325,992",,NA,NA,,NA,,Maddison on-line
Armenia,1990,"3,376,783",,NA,NA,,NA,,Maddison on-line
Armenia,1991,"3,437,479",,NA,NA,,NA,,Maddison on-line
Armenia,1992,"3,378,331",,NA,NA,,NA,,Maddison on-line
Armenia,1993,"3,231,570",,NA,NA,,NA,,Maddison on-line
Armenia,1994,"3,126,094",,NA,NA,,NA,,Maddison on-line
Armenia,1995,"3,068,751",,NA,NA,,NA,,Maddison on-line
Armenia,1996,"3,063,395",,NA,NA,,NA,,Maddison on-line
Armenia,1997,"3,059,000",,NA,NA,,NA,,Maddison on-line
Armenia,1998,"3,049,147",,NA,NA,,NA,,Maddison on-line
Armenia,1999,"3,047,620",,NA,NA,,NA,,Maddison on-line
Armenia,2000,"3,042,556",,NA,NA,,NA,,Maddison on-line
Armenia,2001,"3,027,590",,NA,NA,,NA,,Maddison on-line
Armenia,2002,"3,013,818",,NA,NA,,NA,,Maddison on-line
Armenia,2003,"3,001,712",,NA,NA,,NA,,Maddison on-line
Armenia,2004,"2,991,360",,NA,NA,,NA,,Maddison on-line
Armenia,2005,"2,982,904",,NA,NA,,NA,,Maddison on-line
Armenia,2006,"2,976,372",,NA,NA,,NA,,Maddison on-line
Armenia,2007,"2,971,650",,NA,NA,,NA,,Maddison on-line
Armenia,2008,"2,968,586",,NA,NA,,Temporal extrapolation,,Maddison on-line
Armenia,2030,"3,050,556",,NA,NA,,Temporal extrapolation,,Maddison on-line
Aruba,1800,"19,286",5,Very poor,Arbitrary guess,,,,No data
Aruba,1820,"19,286",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
Aruba,1950,"49,712",,NA,NA,,NA,,Maddison on-line
Aruba,1951,"51,335",,NA,NA,,NA,,Maddison on-line
Aruba,1952,"51,955",,NA,NA,,NA,,Maddison on-line
Aruba,1953,"52,585",,NA,NA,,NA,,Maddison on-line
Aruba,1954,"53,220",,NA,NA,,NA,,Maddison on-line
Aruba,1955,"53,865",,NA,NA,,NA,,Maddison on-line
Aruba,1956,"54,516",,NA,NA,,NA,,Maddison on-line
Aruba,1957,"55,176",,NA,NA,,NA,,Maddison on-line
Aruba,1958,"55,843",,NA,NA,,NA,,Maddison on-line
Aruba,1959,"56,518",,NA,NA,,NA,,Maddison on-line
Aruba,1960,"57,203",,NA,NA,,NA,,Maddison on-line
Aruba,1961,"57,008",,NA,NA,,NA,,Maddison on-line
Aruba,1962,"57,681",,NA,NA,,NA,,Maddison on-line
Aruba,1963,"58,541",,NA,NA,,NA,,Maddison on-line
Aruba,1964,"59,091",,NA,NA,,NA,,Maddison on-line
Aruba,1965,"59,020",,NA,NA,,NA,,Maddison on-line
Aruba,1966,"58,632",,NA,NA,,NA,,Maddison on-line
Aruba,1967,"58,316",,NA,NA,,NA,,Maddison on-line
Aruba,1968,"58,149",,NA,NA,,NA,,Maddison on-line
Aruba,1969,"58,424",,NA,NA,,NA,,Maddison on-line
Aruba,1970,"59,039",,NA,NA,,NA,,Maddison on-line
Aruba,1971,"59,397",,NA,NA,,NA,,Maddison on-line
Aruba,1972,"59,461",,NA,NA,,NA,,Maddison on-line
Aruba,1973,"59,609",,NA,NA,,NA,,Maddison on-line
Aruba,1974,"59,555",,NA,NA,,NA,,Maddison on-line
Aruba,1975,"59,390",,NA,NA,,NA,,Maddison on-line
Aruba,1976,"59,337",,NA,NA,,NA,,Maddison on-line
Aruba,1977,"59,412",,NA,NA,,NA,,Maddison on-line
Aruba,1978,"59,481",,NA,NA,,NA,,Maddison on-line
Aruba,1979,"59,741",,NA,NA,,NA,,Maddison on-line
Aruba,1980,"60,266",,NA,NA,,NA,,Maddison on-line
Aruba,1981,"60,717",,NA,NA,,NA,,Maddison on-line
Aruba,1982,"61,569",,NA,NA,,NA,,Maddison on-line
Aruba,1983,"62,483",,NA,NA,,NA,,Maddison on-line
Aruba,1984,"63,337",,NA,NA,,NA,,Maddison on-line
Aruba,1985,"64,129",,NA,NA,,NA,,Maddison on-line
Aruba,1986,"64,817",,NA,NA,,NA,,Maddison on-line
Aruba,1987,"65,415",,NA,NA,,NA,,Maddison on-line
Aruba,1988,"65,922",,NA,NA,,NA,,Maddison on-line
Aruba,1989,"66,335",,NA,NA,,NA,,Maddison on-line
Aruba,1990,"66,653",,NA,NA,,NA,,Maddison on-line
Aruba,1991,"66,919",,NA,NA,,NA,,Maddison on-line
Aruba,1992,"67,174",,NA,NA,,NA,,Maddison on-line
Aruba,1993,"67,414",,NA,NA,,NA,,Maddison on-line
Aruba,1994,"67,636",,NA,NA,,NA,,Maddison on-line
Aruba,1995,"67,836",,NA,NA,,NA,,Maddison on-line
